1.326576247811317444e-02,-1.607531160116195679e-01,2.194359898567199707e-02,-3.912125900387763977e-02,-5.924773588776588440e-02,-8.091253228485584259e-03,-4.018201306462287903e-02,-1.628609560430049896e-02,4.728376120328903198e-02,2.837755531072616577e-02
5.870890617370605469e-02,-9.179336577653884888e-02,5.238958820700645447e-02,2.385906875133514404e-01,-2.612785100936889648e-01,1.225860044360160828e-01,5.141831934452056885e-02,-5.894414335489273071e-02,1.074502468109130859e-01,5.972176417708396912e-02
1.524890512228012085e-01,-2.685382068157196045e-01,2.045660912990570068e-01,1.440183371305465698e-01,-2.063052654266357422e-01,3.278434872627258301e-01,1.027853637933731079e-01,-5.025247856974601746e-02,-2.893831729888916016e-01,-1.736697405576705933e-01
-2.142249234020709991e-02,-5.412665382027626038e-02,6.850625574588775635e-02,1.933833658695220947e-01,-1.884045749902725220e-01,-2.092813886702060699e-02,7.456281781196594238e-02,-1.605175063014030457e-02,-4.175144433975219727e-02,3.241923078894615173e-02
-6.374073773622512817e-02,-5.391289293766021729e-02,1.800850480794906616e-01,1.349794417619705200e-01,-1.010062098503112793e-01,9.876059740781784058e-02,-3.054314106702804565e-02,-5.555907264351844788e-02,-1.473603118211030960e-02,5.610317457467317581e-04
5.390818044543266296e-02,-5.544160678982734680e-02,3.996291756629943848e-02,-6.399698555469512939e-02,-1.348167508840560913e-01,6.934540718793869019e-02,-5.415118113160133362e-02,-4.485335573554039001e-02,1.211433485150337219e-01,1.805527135729789734e-02
1.967652291059494019e-01,-1.119740307331085205e-01,7.795798778533935547e-02,1.346038728952407837e-01,-1.256583929061889648e-01,2.511231414973735809e-02,-4.741881787776947021e-02,-5.795611441135406494e-02,1.170501112937927246e-01,-3.038478270173072815e-02
-3.873253986239433289e-02,-9.461983293294906616e-02,4.171305894851684570e-02,1.644506305456161499e-01,-2.147259414196014404e-01,-2.207789756357669830e-02,1.712555997073650360e-02,-1.939690709114074707e-01,-5.269289761781692505e-02,5.493529513478279114e-02
1.633230447769165039e-01,-2.154084593057632446e-01,7.810004800558090210e-02,8.768224716186523438e-02,-1.948101520538330078e-01,9.245676919817924500e-04,1.208231076598167419e-01,-5.818763375282287598e-02,-3.523457795381546021e-02,7.574298977851867676e-02
4.089544713497161865e-01,-7.428073137998580933e-02,-1.110156103968620300e-01,2.012187056243419647e-02,8.886203914880752563e-02,1.304707229137420654e-01,1.578509435057640076e-02,-1.118530333042144775e-01,-1.368388067930936813e-03,-2.893748879432678223e-02
5.304646119475364685e-02,2.935661561787128448e-02,9.906862676143646240e-02,-9.950990788638591766e-03,-2.110992744565010071e-02,1.107467785477638245e-01,4.777852445840835571e-02,-6.014179438352584839e-02,9.863615036010742188e-02,3.424715995788574219e-02
1.212083846330642700e-01,-2.525521256029605865e-02,1.121186539530754089e-01,3.979473561048507690e-02,-1.379909273236989975e-02,4.018830135464668274e-02,-5.392456427216529846e-02,-1.086993291974067688e-01,-2.521520014852285385e-03,-2.189143374562263489e-02
-3.072956018149852753e-02,3.624742105603218079e-02,-7.917543500661849976e-02,1.499288380146026611e-01,-1.203911378979682922e-01,1.052403077483177185e-01,6.720334291458129883e-02,-5.681940168142318726e-02,-2.709888154640793800e-03,1.408149302005767822e-02
6.961177289485931396e-02,-1.060103476047515869e-01,1.637406498193740845e-01,1.030812561511993408e-01,-1.007425338029861450e-01,8.518087863922119141e-02,7.044284790754318237e-02,3.134692087769508362e-02,-1.989913918077945709e-02,-1.272206311114132404e-03
2.653734683990478516e-01,-1.944987177848815918e-01,2.290103882551193237e-01,1.150745674967765808e-01,-3.529482781887054443e-01,4.230976849794387817e-02,-3.787175565958023071e-02,3.485325723886489868e-02,3.186474740505218506e-01,6.240626424551010132e-02
5.826336890459060669e-02,-8.194276690483093262e-02,6.176799535751342773e-02,-6.037020683288574219e-02,-1.330207288265228271e-01,1.793260127305984497e-02,-4.485861212015151978e-02,-1.277322024106979370e-01,-8.083247393369674683e-02,-2.108858153223991394e-02
-8.701497688889503479e-03,-1.775457710027694702e-01,3.140042424201965332e-01,4.883182346820831299e-01,-2.019803076982498169e-01,3.745659589767456055e-01,1.453860849142074585e-01,-4.387056082487106323e-02,3.400923907756805420e-01,5.663970112800598145e-02
2.089389711618423462e-01,3.485994413495063782e-02,8.271817862987518311e-02,3.743408024311065674e-01,-1.203123405575752258e-01,4.308915138244628906e-01,2.222640067338943481e-01,-4.590669646859169006e-02,4.233632236719131470e-02,4.063269495964050293e-02
1.180762350559234619e-01,-3.884739056229591370e-02,8.815930038690567017e-02,6.126585975289344788e-02,-9.457347542047500610e-02,3.020168468356132507e-02,2.051356621086597443e-02,-1.240619197487831116e-01,-7.757945358753204346e-02,-6.159617099910974503e-03
