6.015948653221130371e-01,6.298662424087524414e-01,-1.759650260210037231e-01,3.866701841354370117e+00,8.079075813293457031e-02,1.429765582084655762e+00,-5.168862342834472656e-01,5.596854686737060547e-01,-1.181411147117614746e-01,2.588567733764648438e-01,2.592439353466033936e-01,1.890809983015060425e-01,9.436739981174468994e-02,1.933201104402542114e-01,4.193845093250274658e-01,3.724350333213806152e-01,4.208129644393920898e-01,-4.664905369281768799e-02,6.719295978546142578e-01,2.975413948297500610e-02,-4.594399333000183105e-01,1.058169919997453690e-02,2.826192677021026611e-01,7.612527906894683838e-02,-2.023885995149612427e-01,-1.062925904989242554e-02,5.303276181221008301e-01,2.008125782012939453e-01,3.363019227981567383e-01,-5.839716792106628418e-01,2.288147211074829102e-01,2.218993157148361206e-01,3.868389725685119629e-01,3.069063723087310791e-01,-1.413756012916564941e-01,-7.503564357757568359e-01,3.341091871261596680e-01,-1.928103901445865631e-02,-3.429095745086669922e-01,6.337938308715820312e-01,3.893880248069763184e-01,1.692176014184951782e-01,7.619221508502960205e-02,-7.553222179412841797e-01,2.217277586460113525e-01,2.026677876710891724e-01,5.222899913787841797e-01,2.120000272989273071e-01,3.793484270572662354e-01,1.410989165306091309e-01
1.097962409257888794e-01,-1.225565373897552490e-01,4.462583363056182861e-02,8.734028041362762451e-02,7.812301814556121826e-02,-4.894144833087921143e-02,-1.304676234722137451e-01,3.191901743412017822e-02,3.736411035060882568e-02,-5.606810748577117920e-02,-1.098851710557937622e-01,-1.545200645923614502e-01,-5.023483932018280029e-02,2.171711772680282593e-01,-5.172854661941528320e-02,1.862096339464187622e-01,1.584793776273727417e-01,-8.220683038234710693e-02,-1.205588877201080322e-02,-1.808960139751434326e-01,-1.669011116027832031e-01,1.891727000474929810e-01,-1.339479982852935791e-01,-7.544267177581787109e-02,-1.241752803325653076e-01,6.944213807582855225e-02,5.167891085147857666e-02,-1.557352542877197266e-01,-1.658344864845275879e-01,4.460154473781585693e-02,1.169297248125076294e-01,-8.001267910003662109e-02,-6.078335642814636230e-02,-1.852058470249176025e-01,2.507503330707550049e-02,-4.282563924789428711e-03,7.311658561229705811e-02,-2.081321477890014648e-01,-7.683587074279785156e-02,6.775577366352081299e-02,-1.623722314834594727e-01,-2.399371117353439331e-01,-2.118544280529022217e-02,-1.881186217069625854e-01,-4.776164889335632324e-03,-1.018613576889038086e-02,-3.779357671737670898e-02,-1.276566386222839355e-01,-1.239906772971153259e-01,-1.415448933839797974e-01
2.118934243917465210e-01,1.206064745783805847e-01,-1.693908125162124634e-02,1.323199868202209473e-01,1.939580142498016357e-01,-1.726833134889602661e-01,-1.860512197017669678e-01,-1.039192900061607361e-01,-6.202201172709465027e-02,1.790515780448913574e-01,-2.470925152301788330e-01,-3.912048786878585815e-02,-4.227425903081893921e-02,2.076492458581924438e-01,-2.813765704631805420e-01,5.620501935482025146e-02,1.615534424781799316e-01,-6.259149312973022461e-02,-2.054797708988189697e-01,-2.387518882751464844e-01,-1.373938471078872681e-01,-8.745202794671058655e-03,-1.993930339813232422e-01,2.072353810071945190e-01,1.471292376518249512e-01,-1.877467483282089233e-01,-8.756046742200851440e-02,3.714392706751823425e-02,3.477026522159576416e-02,-4.121159017086029053e-02,-1.230519711971282959e-01,1.553998291492462158e-01,-6.979870051145553589e-02,-1.465892344713211060e-01,-7.748579978942871094e-02,-1.857583522796630859e-01,-5.817668512463569641e-02,-1.856632381677627563e-01,-1.041019260883331299e-01,4.209450259804725647e-02,-7.021956145763397217e-02,-1.441938430070877075e-01,-1.282870396971702576e-02,-2.371513657271862030e-02,9.709981828927993774e-02,1.693892478942871094e-01,-2.113004475831985474e-01,9.663707017898559570e-02,-5.084234476089477539e-02,2.517677843570709229e-02
-1.294952630996704102e-02,1.203304007649421692e-01,-2.684252560138702393e-01,-3.332909584045410156e+00,-2.655184566974639893e-01,-1.898436427116394043e+00,6.973781436681747437e-02,2.785436511039733887e-01,-9.846981763839721680e-01,1.014457702636718750e+00,-2.877844870090484619e-01,8.251927793025970459e-02,-4.116731584072113037e-01,6.609264612197875977e-01,-7.748991250991821289e-01,1.986533254384994507e-01,-1.311742067337036133e+00,-6.648174524307250977e-01,3.470387309789657593e-03,9.542235136032104492e-01,9.640542268753051758e-01,-1.669285148382186890e-01,1.516112387180328369e-01,4.357996955513954163e-02,1.117478489875793457e+00,1.570070832967758179e-01,-1.961418390274047852e-01,-2.957556545734405518e-01,-1.156999170780181885e-02,1.429274559020996094e+00,6.515557765960693359e-01,1.756269037723541260e-01,4.886319041252136230e-01,-1.553275823593139648e+00,2.011139243841171265e-01,-3.586294949054718018e-01,1.112246036529541016e+00,5.120090246200561523e-01,1.182369351387023926e+00,3.323143124580383301e-01,-1.862166374921798706e-01,3.462017178535461426e-01,2.774095535278320312e-01,1.608798861503601074e+00,-3.800071775913238525e-01,6.463117003440856934e-01,-1.477803736925125122e-01,-7.989498972892761230e-01,-1.817436665296554565e-01,-4.966677427291870117e-01
3.934629261493682861e-01,5.301491618156433105e-01,4.489396512508392334e-02,3.902593135833740234e+00,2.231915295124053955e-01,1.222314715385437012e+00,-4.053083658218383789e-01,5.414875149726867676e-01,1.825270354747772217e-01,1.077452898025512695e-01,1.786044836044311523e-01,2.879235744476318359e-01,-3.666503354907035828e-03,4.591518342494964600e-01,4.430931508541107178e-01,1.179902777075767517e-01,4.011308550834655762e-01,-1.139542236924171448e-01,5.668010115623474121e-01,6.786955893039703369e-02,-1.775729060173034668e-01,4.569557681679725647e-02,3.810990154743194580e-01,3.950401246547698975e-01,-3.287328481674194336e-01,2.455665171146392822e-01,1.425431966781616211e-01,3.824614882469177246e-01,8.271174132823944092e-02,-4.441790878772735596e-01,1.847275942564010620e-01,1.850418150424957275e-01,1.698385775089263916e-01,-7.137296255677938461e-03,-1.345426291227340698e-01,-8.039984703063964844e-01,4.497394561767578125e-01,2.043109834194183350e-01,-5.583950281143188477e-01,4.517625868320465088e-01,2.324592024087905884e-01,3.049317188560962677e-02,-3.388894489035010338e-03,-6.232681870460510254e-01,4.035016298294067383e-01,8.991975337266921997e-02,5.964863300323486328e-01,5.244449526071548462e-02,1.702480763196945190e-01,1.004190295934677124e-01
2.569418586790561676e-02,1.261839866638183594e-01,-2.565958797931671143e-01,-3.444051504135131836e+00,-3.830185830593109131e-01,-2.557931900024414062e+00,6.424825191497802734e-01,-1.380642950534820557e-01,-1.101687550544738770e+00,8.655257821083068848e-01,-1.275462806224822998e-01,-4.787443950772285461e-02,-4.488700628280639648e-01,4.011597931385040283e-01,-9.299771785736083984e-01,1.120277792215347290e-01,-1.599478125572204590e+00,-6.094146370887756348e-01,5.511269718408584595e-02,4.480820596218109131e-01,1.225268125534057617e+00,-1.828746497631072998e-02,-1.746050566434860229e-01,2.370238304138183594e-01,1.329479098320007324e+00,-1.642223000526428223e-01,-3.610770031809806824e-02,-8.143668770790100098e-01,-6.661281734704971313e-02,1.492825627326965332e+00,1.586110889911651611e-01,-5.262833833694458008e-02,2.159292697906494141e-01,-1.705209612846374512e+00,1.749785989522933960e-01,3.907454311847686768e-01,8.814588785171508789e-01,6.156134605407714844e-01,1.338448524475097656e+00,1.792926639318466187e-01,-2.136358469724655151e-01,-3.343117609620094299e-02,-3.711803257465362549e-02,1.648787021636962891e+00,-2.841081023216247559e-01,7.966826558113098145e-01,-1.329357177019119263e-01,-4.214741885662078857e-01,-3.017220497131347656e-01,-5.481233000755310059e-01
-1.928202211856842041e-01,2.252058184240013361e-04,-4.459735155105590820e-01,-3.840662717819213867e+00,-2.144764661788940430e-01,3.217419385910034180e-01,1.136501908302307129e+00,-8.270632624626159668e-01,-1.074693202972412109e+00,5.009474158287048340e-01,-6.267856806516647339e-02,-7.302045822143554688e-01,-4.226803481578826904e-01,-2.043551206588745117e-02,-2.865824103355407715e-01,-6.864947080612182617e-01,-1.613590240478515625e+00,-8.804932832717895508e-01,5.494698509573936462e-02,3.586408793926239014e-01,1.453042745590209961e+00,-8.310479521751403809e-01,-9.622036218643188477e-01,-3.575888574123382568e-01,1.417632818222045898e+00,-3.562401533126831055e-01,-3.407319188117980957e-01,-3.441948890686035156e-01,-7.691308259963989258e-01,1.841434597969055176e+00,-2.137189060449600220e-01,-3.710926473140716553e-01,2.854717075824737549e-01,-1.602612376213073730e+00,-2.377609312534332275e-01,1.389362573623657227e+00,3.263717591762542725e-01,3.779712319374084473e-01,1.490485548973083496e+00,-5.455581545829772949e-01,-8.943847417831420898e-01,-4.265793561935424805e-01,-6.894617676734924316e-01,1.430180191993713379e+00,-9.770848751068115234e-01,6.787825226783752441e-01,-5.294902250170707703e-02,-1.873994767665863037e-01,-8.460646271705627441e-01,1.665835976600646973e-01
-7.749636471271514893e-02,-2.506705820560455322e-01,-2.303613424301147461e-01,-9.134006500244140625e-02,-1.453640013933181763e-01,1.702658087015151978e-01,-2.558994889259338379e-01,2.635177783668041229e-02,1.394243091344833374e-01,-2.181476503610610962e-01,6.352726370096206665e-02,3.076569922268390656e-02,3.931230306625366211e-02,-3.230514004826545715e-02,-5.387441813945770264e-02,-5.257560685276985168e-02,-1.666500568389892578e-01,4.461456835269927979e-02,7.697860151529312134e-02,-7.884602993726730347e-02,-1.975462734699249268e-01,-7.332198321819305420e-02,2.285848557949066162e-02,2.193066775798797607e-01,1.243610531091690063e-01,7.900561392307281494e-02,-7.008151710033416748e-02,-3.713844716548919678e-02,-1.533215399831533432e-02,7.644085586071014404e-02,-1.481401622295379639e-01,1.974669843912124634e-01,-1.626359373331069946e-01,-1.047011464834213257e-01,-1.869754940271377563e-01,-1.745958924293518066e-01,-1.322640012949705124e-02,1.505322903394699097e-01,-5.348943173885345459e-02,9.715671837329864502e-02,-2.452185750007629395e-02,-1.145170032978057861e-01,-5.788516253232955933e-02,-8.898192644119262695e-02,6.237909197807312012e-03,-9.572190791368484497e-02,1.782954037189483643e-01,-2.285504341125488281e-01,-8.022244274616241455e-02,6.566013395786285400e-02
2.941252291202545166e-02,-2.357721030712127686e-01,-2.266423702239990234e-01,2.405760735273361206e-01,-2.174165099859237671e-01,-1.793460547924041748e-01,-2.332598417997360229e-01,-2.339486777782440186e-01,-1.242458298802375793e-01,-1.783496439456939697e-01,-4.200482368469238281e-02,2.219194918870925903e-01,5.656708776950836182e-02,-1.848566085100173950e-01,-1.967260241508483887e-01,-1.445011794567108154e-02,1.639793366193771362e-01,1.850950568914413452e-01,-1.839532703161239624e-01,-1.439945101737976074e-01,2.298242002725601196e-01,1.946976035833358765e-01,-1.116451621055603027e-02,-1.211514249444007874e-01,2.587066590785980225e-02,5.269572138786315918e-03,2.239496558904647827e-01,1.849950700998306274e-01,-1.825356632471084595e-01,-1.626197248697280884e-01,1.849314719438552856e-01,-9.766577184200286865e-02,2.195448130369186401e-01,9.691269695758819580e-02,-2.329452335834503174e-01,-2.371209263801574707e-01,-9.360337257385253906e-02,4.767908155918121338e-02,-2.137869894504547119e-01,-1.162284463644027710e-01,1.250707954168319702e-01,-7.165493071079254150e-02,8.870597183704376221e-02,-2.243296653032302856e-01,-6.717386841773986816e-02,-1.625012308359146118e-01,-4.764699935913085938e-02,2.389148622751235962e-01,-2.049489617347717285e-01,-1.959906369447708130e-01
2.518402934074401855e-01,3.781522214412689209e-01,8.470042049884796143e-02,3.453317642211914062e+00,2.037054300308227539e-01,1.090274691581726074e+00,-7.160109281539916992e-01,5.112740397453308105e-01,-1.800071299076080322e-01,2.389270365238189697e-01,5.102651715278625488e-01,1.741580367088317871e-01,1.639210283756256104e-01,2.450868487358093262e-01,4.896004796028137207e-01,1.364521384239196777e-01,4.495531618595123291e-01,-1.954056471586227417e-01,2.808504700660705566e-01,3.197357356548309326e-01,-3.257933259010314941e-01,4.061915576457977295e-01,2.729809880256652832e-01,4.071525335311889648e-01,-3.098533153533935547e-01,1.632112823426723480e-02,3.673389852046966553e-01,4.616413116455078125e-01,4.573416113853454590e-01,-4.316631853580474854e-01,1.602423489093780518e-01,4.405912756919860840e-01,1.314159035682678223e-01,8.516672998666763306e-02,-6.034815311431884766e-02,-7.660014629364013672e-01,3.138107061386108398e-01,2.293062210083007812e-01,-1.375615298748016357e-01,6.160112619400024414e-01,6.553282588720321655e-02,1.571411937475204468e-01,1.809478849172592163e-01,-6.229110956192016602e-01,7.395507395267486572e-02,-1.897729784250259399e-01,6.036874651908874512e-01,1.943717598915100098e-01,4.039079248905181885e-01,1.705691516399383545e-01
