-4.899534396827220917e-03,-2.854719944298267365e-02,2.967400662600994110e-02,-4.209512472152709961e-02,-1.019152328372001648e-01,2.149407938122749329e-02,-4.122870787978172302e-02,-6.805457174777984619e-02,1.478792876005172729e-01,9.861581027507781982e-02
5.453425925225019455e-03,-1.134551465511322021e-01,1.097654551267623901e-01,6.676036864519119263e-02,-4.272308945655822754e-02,9.551750123500823975e-02,-1.058022305369377136e-02,-3.426571786403656006e-01,4.792627692222595215e-02,1.049666330218315125e-01
-7.243409752845764160e-01,6.712006926536560059e-01,-2.202332466840744019e-01,-1.196273922920227051e+00,-1.125288486480712891e+00,-6.390785574913024902e-01,4.691110849380493164e-01,-1.859973192214965820e+00,3.038507401943206787e-01,-6.559695601463317871e-01
-2.489992231130599976e-01,-1.594408154487609863e-01,1.460378050804138184e+00,3.073555529117584229e-01,1.546071648597717285e+00,7.687278985977172852e-01,5.601904988288879395e-01,4.198935031890869141e-01,3.056791126728057861e-01,5.258481949567794800e-02
-8.012762665748596191e-02,-5.480546504259109497e-02,2.212191373109817505e-01,-2.303012013435363770e-01,2.794135361909866333e-02,2.286705821752548218e-01,-3.419372439384460449e-02,-4.719600453972816467e-02,2.880742307752370834e-03,-3.815148491412401199e-03
-4.309723377227783203e-01,-6.813622266054153442e-02,5.916061401367187500e-01,-1.526507258415222168e+00,-1.559131741523742676e+00,-2.817952334880828857e-01,4.482427537441253662e-01,-7.360839247703552246e-01,-5.046206712722778320e-01,-5.254050493240356445e-01
7.576695177704095840e-03,8.763229846954345703e-02,8.489754050970077515e-02,1.199272125959396362e-01,-1.370148640125989914e-02,1.308071762323379517e-01,6.616344326175749302e-04,-1.263023614883422852e-01,2.420280128717422485e-02,-7.730131596326828003e-02
-3.149881958961486816e-03,3.989154845476150513e-02,1.150973066687583923e-01,9.876168519258499146e-02,-1.105884760618209839e-01,7.005845755338668823e-02,-8.038288354873657227e-02,1.928772777318954468e-02,1.010564714670181274e-02,2.913951873779296875e-03
-5.503831431269645691e-02,9.492424316704273224e-03,7.104589790105819702e-02,-5.262796208262443542e-02,1.310923229902982712e-02,2.175017297267913818e-01,-1.907431893050670624e-02,-1.316205039620399475e-02,4.857725650072097778e-02,-5.190588906407356262e-02
-1.824003756046295166e-01,8.062237501144409180e-02,-3.208757042884826660e-01,-2.682813405990600586e-01,-3.223701417446136475e-01,5.159324407577514648e-01,3.903000801801681519e-02,-7.717682123184204102e-01,1.930923014879226685e-02,6.556435022503137589e-03
