-1.007004901766777039e-01,-1.928717195987701416e-01,2.742111086845397949e-01,-1.654979214072227478e-02,-1.651331931352615356e-01,-1.907728165388107300e-01,5.448439344763755798e-02,-2.942447923123836517e-02,-1.272054910659790039e-01,-3.889759182929992676e-01,2.835905551910400391e-02,-9.585551917552947998e-02,4.527311772108078003e-02,-7.389525417238473892e-03,-3.847439214587211609e-02,-5.946861580014228821e-02,-8.467949181795120239e-02,2.006120607256889343e-02,-1.700238883495330811e-01,4.027454555034637451e-02
-6.760069727897644043e-02,-5.378837138414382935e-02,-4.421805590391159058e-02,-1.337595283985137939e-03,3.815760463476181030e-02,-6.749628484249114990e-02,1.097396537661552429e-01,-5.091603845357894897e-02,-5.499847233295440674e-03,6.917709857225418091e-02,-3.878996521234512329e-02,-5.306869745254516602e-03,1.191775724291801453e-01,-4.316223412752151489e-02,-2.815456688404083252e-02,8.904673904180526733e-02,8.201443403959274292e-02,-8.663331717252731323e-02,1.116159185767173767e-01,-8.269692957401275635e-02
-9.633670747280120850e-02,-8.748581260442733765e-02,-4.590262845158576965e-02,1.196683291345834732e-02,-1.971298269927501678e-02,9.290816634893417358e-02,-1.046414673328399658e-01,-1.159035414457321167e-01,1.020382866263389587e-01,-3.015034459531307220e-02,-7.872950285673141479e-03,4.357421025633811951e-02,1.093022078275680542e-01,-9.611757099628448486e-02,-2.391600050032138824e-02,1.086531858891248703e-02,-8.820276707410812378e-02,-2.989251911640167236e-02,5.442177504301071167e-02,-1.120392158627510071e-01
4.296433925628662109e-01,-1.268430948257446289e-01,-1.618295349180698395e-02,2.334228008985519409e-01,-1.230261549353599548e-01,3.478243052959442139e-01,-7.278513908386230469e-02,-8.668399602174758911e-02,-1.334680058062076569e-02,4.549735188484191895e-01,-1.813917979598045349e-02,1.179658435285091400e-02,1.472470760345458984e-01,-6.258609890937805176e-02,-1.166521087288856506e-01,-2.434365898370742798e-01,-6.146584451198577881e-02,4.426347836852073669e-02,-2.559149079024791718e-02,-1.616515815258026123e-01
1.104359850287437439e-01,-1.448189616203308105e-01,1.931272149085998535e-01,3.663242608308792114e-02,-9.286438673734664917e-02,6.737501919269561768e-02,1.318685710430145264e-01,-6.357377022504806519e-02,1.646245867013931274e-01,-1.329833120107650757e-01,8.629904128611087799e-03,1.796537078917026520e-02,2.765395306050777435e-02,-2.156651318073272705e-01,-7.648950815200805664e-02,-1.396164745092391968e-01,-1.217414513230323792e-01,1.834243685007095337e-01,-6.034702807664871216e-02,-9.230835735797882080e-02
2.354472130537033081e-02,1.166213229298591614e-01,-2.819067239761352539e-02,4.674629122018814087e-02,-2.928998321294784546e-02,-1.117372587323188782e-01,-1.178015917539596558e-01,-5.649955570697784424e-02,8.386445790529251099e-02,-1.044990941882133484e-01,1.164369285106658936e-03,-3.366786986589431763e-02,8.756127208471298218e-02,-4.881006479263305664e-02,-1.784320920705795288e-02,1.050271913409233093e-01,8.231776207685470581e-02,-7.149687409400939941e-02,-6.386116147041320801e-02,-9.282352030277252197e-02
1.042034476995468140e-02,-7.177680730819702148e-02,2.201800048351287842e-02,-1.096914261579513550e-01,-8.080831170082092285e-02,-2.703478932380676270e-02,-6.933534145355224609e-02,8.411526679992675781e-02,-9.870034456253051758e-02,9.142646938562393188e-02,1.037998590618371964e-02,-3.099179826676845551e-02,-5.709761008620262146e-02,-6.135916337370872498e-02,-9.403871744871139526e-02,9.322425723075866699e-02,-2.187838964164257050e-02,8.063668012619018555e-02,-1.839151792228221893e-02,9.229466319084167480e-02
1.890242844820022583e-02,3.317425400018692017e-02,8.691873401403427124e-02,4.042942076921463013e-02,7.573398202657699585e-02,-8.018274605274200439e-02,-4.636801779270172119e-03,-2.389118820428848267e-02,-2.848538756370544434e-02,-4.827892035245895386e-02,-3.547784686088562012e-02,-1.089354231953620911e-01,1.001231446862220764e-01,4.850698262453079224e-02,-1.020717099308967590e-01,7.818090170621871948e-02,-7.818147540092468262e-03,3.733373433351516724e-02,4.321192950010299683e-02,1.190258339047431946e-01
-2.012955546379089355e-01,-1.534493565559387207e-01,2.364552617073059082e-01,5.334061756730079651e-02,-1.637300252914428711e-01,-2.484031915664672852e-01,1.771084591746330261e-02,-4.425190016627311707e-02,2.248800098896026611e-01,-2.185717225074768066e-01,1.655029482208192348e-03,1.918788254261016846e-02,9.138654917478561401e-02,-1.353126317262649536e-01,-5.637793242931365967e-02,5.840598046779632568e-02,-7.664755731821060181e-02,-8.128452114760875702e-03,1.072448096238076687e-03,-2.500560320913791656e-02
4.059910774230957031e-02,-1.605516821146011353e-01,7.136277854442596436e-02,-1.210090070962905884e-01,-8.729945123195648193e-02,-1.552677750587463379e-01,1.288267225027084351e-01,2.372028538957238197e-03,-1.225418299436569214e-01,-2.020195275545120239e-01,-6.858581677079200745e-03,-1.157576334662735462e-03,-3.014983423054218292e-02,-5.362487398087978363e-03,-7.851822674274444580e-02,1.740407012403011322e-02,2.068092077970504761e-01,-8.232264965772628784e-02,-1.155816689133644104e-01,9.493456780910491943e-02
